Chapter Number,Verse Number,Translation Verses,Extracted Keywords
6.0,144.0,"And there are two of camels and two of oxen. Ask them: ""Which has He forbidden, the two males or the two females, or what the females carry in their wombs?"" Were you present at the time God issued this command?"" Who then could be more wicked than he who fabricates a lie and ascribes it to God to mislead men, without any knowledge? God does not guide the miscreants.","['time god issued', 'wombs ?""', 'mislead men', 'females carry', 'command ?""', 'two males', 'two females', 'god', 'god', 'two', 'two', 'without', 'wicked', 'present', 'oxen', 'miscreants', 'lie', 'knowledge', 'guide', 'forbidden', 'fabricates', 'could', 'camels', 'ask', 'ascribes']"
6.0,145.0,"You tell them: ""In all the commands revealed to me I find nothing which men have been forbidden to eat except carrion and running blood and flesh of the swine for it is unclean, or meat consecrated in the name of some other than God, which is profane. But if one is constrained to eat of these without craving or reverting to it, then surely your Lord is forgiving and kind.""","['eat except carrion', 'without craving', 'running blood', 'meat consecrated', 'kind .""', 'find nothing', 'commands revealed', 'eat', 'unclean', 'tell', 'swine', 'surely', 'reverting', 'profane', 'one', 'name', 'men', 'lord', 'god', 'forgiving', 'forbidden', 'flesh', 'constrained']"
6.0,146.0,"We made unlawful for the Jews all animals with claws or nails, and the fat of the oxen and sheep, except that on their backs or their intestines, or which remains attached to their bones. This was the punishment for their insubordination; and what We say is true.","['remains attached', 'made unlawful', 'true', 'sheep', 'say', 'punishment', 'oxen', 'nails', 'jews', 'intestines', 'insubordination', 'fat', 'except', 'claws', 'bones', 'backs', 'animals']"
6.0,147.0,"If they call you a liar, tell them infinite is the mercy of your Lord; but His vengeance will not be turned back from the sinners.","['turned back', 'vengeance', 'tell', 'sinners', 'mercy', 'lord', 'liar', 'infinite', 'call']"
6.0,148.0,"But the idolaters say: ""If God had so willed we would not have associated (others with Him), nor would have our fathers, nor would we have forbidden any thing."" So had others denied before them, and had to taste Our punishment in the end. Ask them: ""Have you any knowledge? Then display it. You follow nothing but conjecture, and are nothing but liars.""","['thing .""', 'liars .""', 'idolaters say', 'others denied', 'follow nothing', 'others', 'nothing', 'would', 'would', 'would', 'willed', 'taste', 'punishment', 'knowledge', 'god', 'forbidden', 'fathers', 'end', 'display', 'conjecture', 'associated', 'ask', '),']"
6.0,149.0,"Say: ""To God belongs the consummate argument. Had He willed He would surely have guided all of you aright.""","['would surely', 'god belongs', 'consummate argument', 'aright .""', 'willed', 'say', 'guided']"
6.0,150.0,"Tell them: ""Bring your witnesses to testify that God has forbidden this (and this)."" Then even if they testify, you should not testify with them; and do not follow the wishes of those who deny Our signs and believe not in the Hereafter, and make others the equal of their Lord.","['make others', 'witnesses', 'wishes', 'testify', 'testify', 'testify', 'tell', 'signs', 'lord', 'hereafter', 'god', 'forbidden', 'follow', 'even', 'equal', 'deny', 'bring', 'believe', ').""']"
6.0,151.0,"Tell them: ""Come, I will read out what your Lord has made binding on you: That you make none the equal of God, and be good to your parents, and do not abandon your children out of poverty, for We give you food and We shall provide for them; and avoid what is shameful, whether open or hidden, and do not take a life which God has forbidden, unless for some just cause. These things has God enjoined on you. Haply you may understand.","['whether open', 'shall provide', 'may understand', 'make none', 'made binding', 'god enjoined', 'god', 'god', 'unless', 'things', 'tell', 'take', 'shameful', 'read', 'poverty', 'parents', 'lord', 'life', 'hidden', 'haply', 'good', 'give', 'forbidden', 'food', 'equal', 'come', 'children', 'cause', 'avoid', 'abandon']"
6.0,152.0,"Do not spend the belongings of the orphans but for their betterment, until they come of age; and give in full measure, and weigh justly on the balance. God does not burden a soul beyond capacity. When you say a thing, let it be just, even though the matter relate to a relative of yours, and fulfil a promise made to God. These are the things that He has enjoined that you may take heed.","['soul beyond capacity', 'may take heed', 'weigh justly', 'promise made', 'matter relate', 'full measure', 'even though', 'things', 'thing', 'spend', 'say', 'relative', 'orphans', 'let', 'god', 'god', 'give', 'fulfil', 'enjoined', 'come', 'burden', 'betterment', 'belongings', 'balance', 'age']"
6.0,153.0,"(He has further commanded:) 'This is My straight path, so walk along it, and do not follow other ways, lest you should turn away from the right one.' All this has He commanded. You may perhaps take heed for yourselves.""","['may perhaps take heed', ""right one .'"", 'walk along', 'turn away', 'straight path', 'commanded :)', 'commanded', 'ways', 'lest', 'follow', '.""']"
6.0,154.0,"To that end We gave the Book to Moses, a perfect law, distinctly explaining all things, and a guidance and grace, so that they should believe in the meeting with their Lord.","['perfect law', 'distinctly explaining', 'things', 'moses', 'meeting', 'lord', 'guidance', 'grace', 'gave', 'end', 'book', 'believe']"
6.0,155.0,"Blessed is this Book We have revealed; so follow it and preserve yourself from evil that you may qualify for grace,","['may qualify', 'revealed', 'preserve', 'grace', 'follow', 'evil', 'book', 'blessed']"
6.0,156.0,"Lest you say: ""The Book that was sent before was meant only for two groups; we were not aware of their teachings;""","['two groups', 'teachings ;""', 'sent', 'say', 'meant', 'lest', 'book', 'aware']"
6.0,157.0,"Or that: ""Had the Book been sent down to us we would surely have been guided better than they."" So you have now received from your Lord a clear proof and a guidance and grace. Then who is more wicked than he who denies the signs of God and turns away from them? We shall punish those severely who turn away: A requital indeed for having turned aside.","['would surely', 'turns away', 'turned aside', 'turn away', 'shall punish', 'requital indeed', 'guided better', 'clear proof', 'wicked', 'us', 'signs', 'severely', 'sent', 'received', 'lord', 'guidance', 'grace', 'god', 'denies', 'book', '.""']"
6.0,158.0,"What are the people waiting for? For the angels to come down, or your Lord to appear, or some signs from your Lord? The day when certain signs appear from your Lord, the embracing of faith shall not be of any avail to one who did not come to belief at first, or who did not perform good deeds by virtue of his faith. Tell them: ""Wait on, we are waiting too (for the good and evil to become distinct).""","['become distinct ).""', 'perform good deeds', 'certain signs appear', 'people waiting', 'faith shall', 'signs', 'good', 'appear', 'waiting', 'faith', 'wait', 'virtue', 'tell', 'one', 'lord', 'lord', 'lord', 'first', 'evil', 'embracing', 'day', 'come', 'come', 'belief', 'avail', 'angels']"
6.0,159.0,"As for those who have created schisms in their order, and formed different sects, you have no concern with them. Their affair is with God. He will tell them the truth of what they were doing.","['formed different sects', 'created schisms', 'truth', 'tell', 'order', 'god', 'concern', 'affair']"
6.0,160.0,He who does a good deed will receive ten times its worth; and he who does evil will be requited to an equal degree; and no one will be wronged.,"['receive ten times', 'good deed', 'equal degree', 'wronged', 'worth', 'requited', 'one', 'evil']"
6.0,161.0,"Tell them: ""My Lord has directed me to a path that is straight, a supreme law, the creed of Abraham the upright who was not an idolater.""","['supreme law', 'idolater .""', 'upright', 'tell', 'straight', 'path', 'lord', 'directed', 'creed', 'abraham']"
6.0,162.0,"Tell them: ""My service and sacrifice, my life and my death, are all of them for God, the creator and Lord of all the worlds.","['worlds', 'tell', 'service', 'sacrifice', 'lord', 'life', 'god', 'death', 'creator']"
6.0,163.0,"No equal has He, I am commanded (to declare), and that I am the first to submit.""","['submit .""', 'declare ),', 'first', 'equal', 'commanded']"
6.0,164.0,"Say: ""Shall I search for another lord apart from God when He is the only Lord of all and everything?"" Each soul earns (what it earns) for itself, and no man shall bear another's burden. You have to go back to your Lord in the end when He will tell you about the things you disputed.","['man shall bear another', 'another lord apart', 'go back', 'everything ?""', 'soul earns', 'shall', 'lord', 'lord', 'earns', 'things', 'tell', 'search', 'say', 'god', 'end', 'disputed', 'burden']"
6.0,165.0,"It is He who made you trustees on the earth, and exalted some in rank over others in order to try you by what He has given you. Indeed your Lord's retribution is swift, yet He is forgiving and kind.","['yet', 'try', 'trustees', 'swift', 'retribution', 'rank', 'others', 'order', 'made', 'lord', 'kind', 'indeed', 'given', 'forgiving', 'exalted', 'earth']"
7.0,1.0,Alif Lam Mim Sad.,['alif lam mim sad']
7.0,2.0,"This Book has been sent down to you; so do not hesitate to warn (the unbelievers) through it, and remind the faithful.","['warn', 'unbelievers', 'sent', 'remind', 'hesitate', 'faithful', 'book']"
7.0,3.0,"Follow what has been revealed to you by your Lord, and do not follow any other lord apart from Him. Yet little do you care to remember.","['yet little', 'lord apart', 'lord', 'revealed', 'remember', 'follow', 'follow', 'care']"
7.0,4.0,Many a habitation have We laid low before: Our retribution came upon them in the night or in the midst of siesta at noon.,"['retribution came upon', 'laid low', 'siesta', 'noon', 'night', 'midst', 'many', 'habitation']"
7.0,5.0,"And when Our punishment overtook them they had nothing to say except crying out: ""We have indeed been sinners.""","['say except crying', 'sinners .""', 'punishment overtook', 'nothing', 'indeed']"
7.0,6.0,"(On the Day of Reckoning) We shall question the people to whom We had sent Our apostles, (if they followed their teachings), and will question the apostles.","['teachings ),', 'shall question', 'question', 'sent', 'reckoning', 'people', 'followed', 'day', 'apostles', 'apostles']"
7.0,7.0,"We shall recount (their deeds) to them with knowledge, for We were never absent (and saw all they did).","['shall recount', 'never absent', 'saw', 'knowledge', 'deeds', ').']"
7.0,8.0,"And the weighing will be just on that Day. Then those whose (deeds) are heavier in the balance will find fulfilment,","['find fulfilment', 'whose', 'weighing', 'heavier', 'deeds', 'day', 'balance']"
7.0,9.0,And those whose (deeds) are lighter in the scale shall perish for violating Our signs.,"['scale shall perish', 'whose', 'violating', 'signs', 'lighter', 'deeds']"
7.0,10.0,"We settled you on the earth, and provided means of livelihood for you in it; but little are the thanks you give.","['provided means', 'thanks', 'settled', 'livelihood', 'little', 'give', 'earth']"
