Surah Name,Verse Translation,Number Chapter and Verse,Cleaned Text,Stemmed Text,Lemmatized Text
Surah An-Naml,"There was no other answer given by his people except that they said: “Drive out the family of Lout (Lot) from your city. Verily, these are men who want to be clean and pure!”",27:56,answer given people except said drive family lout lot city verily men want clean pure,answer given peopl except said drive famili lout lot citi verili men want clean pure,answer given people except said drive family lout lot city verily men want clean pure
Surah An-Naml,"So We saved him and his family, except his wife. We destined her to be of those who remained behind.",27:57,saved family except wife destined remained behind,save famili except wife destin remain behind,saved family except wife destined remained behind
Surah An-Naml,And We rained down on them a rain (of stones). So evil was the rain of those who were warned.,27:58,rained rain stones evil rain warned,rain rain stone evil rain warn,rained rain stone evil rain warned
Surah An-Naml,"Say (O Muhammad ): “Praise and thanks be to Allah, and peace be on His slaves whom He has chosen (for His Message)! Is Allah better, or (all) that you ascribe as partners (to Him)?” (Of course, Allah is Better).",27:59,say muhammad praise thanks allah peace slaves chosen message allah better ascribe partners course allah better,say muhammad prais thank allah peac slave chosen messag allah better ascrib partner cours allah better,say muhammad praise thanks allah peace slave chosen message allah better ascribe partner course allah better
Surah An-Naml,"Is not He (better than your gods) Who created the heavens and the earth, and sends down for you water (rain) from the sky, whereby We cause to grow wonderful gardens full of beauty and delight? It is not in your ability to cause the growth of their trees. Is there any ilah (god) with Allah? Nay, but they are a people who ascribe equals (to Him)!",27:60,better gods created heavens earth sends water rain sky whereby cause grow wonderful gardens full beauty delight ability cause growth trees ilah god allah nay people ascribe equals,better god creat heaven earth send water rain sky wherebi caus grow wonder garden full beauti delight abil caus growth tree ilah god allah nay peopl ascrib equal,better god created heaven earth sends water rain sky whereby cause grow wonderful garden full beauty delight ability cause growth tree ilah god allah nay people ascribe equal
Surah An-Naml,"Is not He (better than your gods) Who has made the earth as a fixed abode, and has placed rivers in its midst, and has placed firm mountains therein, and has set a barrier between the two seas (of salt and sweet water).Is there any ilah (god) with Allah? Nay, but most of them know not.",27:61,better gods made earth fixed abode placed rivers midst placed firm mountains therein set barrier two seas salt sweet wateris ilah god allah nay know,better god made earth fix abod place river midst place firm mountain therein set barrier two sea salt sweet wateri ilah god allah nay know,better god made earth fixed abode placed river midst placed firm mountain therein set barrier two sea salt sweet wateris ilah god allah nay know
Surah An-Naml,"Is not He (better than your gods) Who responds to the distressed one, when he calls Him, and Who removes the evil, and makes you inheritors of the earth, generations after generations. Is there any ilah (god) with Allah? Little is that you remember!",27:62,better gods responds distressed one calls removes evil makes inheritors earth generations generations ilah god allah little remember,better god respond distress one call remov evil make inheritor earth gener gener ilah god allah littl rememb,better god responds distressed one call remove evil make inheritor earth generation generation ilah god allah little remember
Surah An-Naml,"Is not He (better than your gods) Who guides you in the darkness of the land and the sea, and Who sends the winds as heralds of glad tidings, going before His Mercy (rain)? Is there any ilah (god) with Allah? High Exalted be Allah above all that they associate as partners (to Him)!",27:63,better gods guides darkness land sea sends winds heralds glad tidings going mercy rain ilah god allah high exalted allah associate partners,better god guid dark land sea send wind herald glad tide go merci rain ilah god allah high exalt allah associ partner,better god guide darkness land sea sends wind herald glad tidings going mercy rain ilah god allah high exalted allah associate partner
Surah An-Naml,"Is not He (better than your so-called gods) Who originates creation, and shall thereafter repeat it, and Who provides for you from heaven and earth? Is there any ilah (god) with Allah? Say, “Bring forth your proofs, if you are truthful.”",27:64,better socalled gods originates creation shall thereafter repeat provides heaven earth ilah god allah say bring forth proofs truthful,better socal god origin creation shall thereaft repeat provid heaven earth ilah god allah say bring forth proof truth,better socalled god originates creation shall thereafter repeat provides heaven earth ilah god allah say bring forth proof truthful
Surah An-Naml,"Say: “None in the heavens and the earth knows the Ghaib (unseen) except Allah, nor can they perceive when they shall be resurrected.”",27:65,say none heavens earth knows ghaib unseen except allah perceive shall resurrected,say none heaven earth know ghaib unseen except allah perceiv shall resurrect,say none heaven earth know ghaib unseen except allah perceive shall resurrected
Surah An-Naml,"Nay, they have no knowledge of the Hereafter. Nay, they are in doubt about it. Nay, they are blind about it.",27:66,nay knowledge hereafter nay doubt nay blind,nay knowledg hereaft nay doubt nay blind,nay knowledge hereafter nay doubt nay blind
Surah An-Naml,"And those who disbelieve say: “When we have become dust, we and our fathers, shall we really be brought forth (again)?",27:67,disbelieve say become dust fathers shall really brought forth,disbeliev say becom dust father shall realli brought forth,disbelieve say become dust father shall really brought forth
Surah An-Naml,"“Indeed we were promised this, we and our forefathers before, Verily, these are nothing but tales of ancients.”",27:68,indeed promised forefathers verily nothing tales ancients,inde promis forefath verili noth tale ancient,indeed promised forefather verily nothing tale ancient
Surah An-Naml,Say to them (O Muhammad ) “Travel in the land and see how has been the end of the criminals (those who denied Allah’s Messengers and disobeyed Allah).”,27:69,say muhammad travel land see end criminals denied allahs messengers disobeyed allah,say muhammad travel land see end crimin deni allah messeng disobey allah,say muhammad travel land see end criminal denied allah messenger disobeyed allah
Surah An-Naml,"And grieve you not for them, nor be straitened (in distress) because of what they plot.",27:70,grieve straitened distress plot,griev straiten distress plot,grieve straitened distress plot
Surah An-Naml,"And they (the disbelievers in the Oneness of Allah) say: “When (will) this promise (be fulfilled), if you are truthful?”",27:71,disbelievers oneness allah say promise fulfilled truthful,disbeliev one allah say promis fulfil truth,disbeliever oneness allah say promise fulfilled truthful
Surah An-Naml,"Say: “Perhaps that which you wish to hasten on, may be close behind you.",27:72,say perhaps wish hasten may close behind,say perhap wish hasten may close behind,say perhaps wish hasten may close behind
Surah An-Naml,"“Verily, your Lord is full of Grace for mankind, yet most of them do not give thanks.”",27:73,verily lord full grace mankind yet give thanks,verili lord full grace mankind yet give thank,verily lord full grace mankind yet give thanks
