Surah Name,Verse Translation,Number Chapter and Verse,Extracted Keywords
Surah Al-Ma'idah,"O you who believe! When you intend to offer As-Salat (the prayer), wash your faces and your hands (forearms) up to the elbows, rub (by passing wet hands over) your heads, and (wash) your feet up to ankles . If you are in a state of Janaba (i.e. had a sexual discharge), purify yourself (bathe your whole body). But if you are ill or on a journey or any of you comes from answering the call of nature, or you have been in contact with women (i.e. sexual intercourse) and you find no water, then perform Tayammum with clean earth and rub therewith your faces and hands. Allah does not want to place you in difficulty, but He wants to purify you, and to complete His Favour on you that you may be thankful.",5:6,"['sexual discharge ), purify', 'whole body ).', 'prayer ), wash', 'passing wet hands', 'sexual intercourse', 'perform tayammum', 'clean earth', 'rub therewith', 'purify', 'wash', 'hands', 'hands', 'rub', 'women', 'water', 'wants', 'want', 'thankful', 'state', 'salat', 'place', 'offer', 'nature', 'may', 'journey', 'janaba', 'intend', 'ill', 'heads', 'forearms', 'find', 'feet', 'favour', 'faces', 'faces', 'elbows', 'e', 'e', 'difficulty', 'contact', 'complete', 'comes', 'call', 'believe', 'bathe', 'answering', 'ankles', 'allah']"
Surah Al-Ma'idah,"And remember Allah’s Favour upon you and His Covenant with which He bound you when you said: “We hear and we obey.” And fear Allah. Verily, Allah is All-Knower of the secrets of (your) breasts.",5:7,"['remember allah ’', 'obey .”', 'fear allah', 'favour upon', 'allah', '“', 'verily', 'secrets', 'said', 'knower', 'hear', 'covenant', 'breasts', 'bound']"
Surah Al-Ma'idah,"O you who believe! Stand out firmly for Allah and be just witnesses and let not the enmity and hatred of others make you avoid justice. Be just: that is nearer to piety, and fear Allah. Verily, Allah is Well-Acquainted with what you do.",5:8,"['others make', 'avoid justice', 'fear allah', 'allah', 'allah', 'witnesses', 'well', 'verily', 'stand', 'piety', 'nearer', 'let', 'hatred', 'firmly', 'enmity', 'believe', 'acquainted']"
Surah Al-Ma'idah,"Allah has promised those who believe (in the Oneness of Allah – Islamic Monotheism) and do deeds of righteousness, that for them there is forgiveness and a great reward (i.e. Paradise).",5:9,"['allah – islamic monotheism', 'paradise ).', 'great reward', 'allah', 'righteousness', 'promised', 'oneness', 'forgiveness', 'e', 'deeds', 'believe']"
Surah Al-Ma'idah,"They who disbelieve and deny our Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.) are those who will be the dwellers of the Hell-fire.",5:10,"['etc .)', 'verses', 'signs', 'revelations', 'proofs', 'lessons', 'hell', 'fire', 'evidences', 'dwellers', 'disbelieve', 'deny', 'ayat']"
Surah Al-Ma'idah,"O you who believe! Remember the Favour of Allah unto you when some people desired (made a plan) to stretch out their hands against you, but (Allah) withheld their hands from you. So fear Allah. And in Allah let believers put their trust.",5:11,"['allah let believers put', 'fear allah', 'allah unto', 'people desired', 'allah', 'withheld', 'trust', 'stretch', 'remember', 'plan', 'made', 'hands', 'hands', 'favour', 'believe']"
Surah Al-Ma'idah,"Indeed Allah took the covenant from the Children of Israel (Jews), and We appointed twelve leaders among them. And Allah said: “I am with you if you perform As-Salat (Iqamat-as-Salat) and give Zakat and believe in My Messengers; honour and assist them, and lend to Allah a good loan. Verily, I will remit your sins and admit you to Gardens under which rivers flow (in Paradise). But if any of you after this, disbelieved, he has indeed gone astray from the Straight Path.”",5:12,"['appointed twelve leaders among', 'straight path .”', 'indeed gone astray', 'indeed allah took', 'rivers flow', 'paradise ).', 'jews ),', 'good loan', 'give zakat', 'allah said', 'allah', '“', 'verily', 'sins', 'salat', 'salat', 'remit', 'perform', 'messengers', 'lend', 'israel', 'iqamat', 'honour', 'gardens', 'disbelieved', 'covenant', 'children', 'believe', 'assist', 'admit']"
Surah Al-Ma'idah,"So because of their breach of their covenant, We cursed them, and made their hearts grow hard. They change the words from their (right) places and have abandoned a good part of the Message that was sent to them. And you will not cease to discover deceit in them, except a few of them. But forgive them, and overlook (their misdeeds). Verily, Allah loves Al-Muhsinun (good-doers – see V.2:112).",5:13,"['doers – see v', 'hearts grow hard', 'allah loves al', 'misdeeds ).', 'discover deceit', '112 ).', 'good part', 'good', 'words', 'verily', 'sent', 'right', 'places', 'overlook', 'muhsinun', 'message', 'made', 'forgive', 'except', 'cursed', 'covenant', 'change', 'cease', 'breach', 'abandoned', '2']"
Surah Al-Ma'idah,"And from those who call themselves Christians, We took their covenant, but they have abandoned a good part of the Message that was sent to them. So We planted amongst them enmity and hatred till the Day of Resurrection (when they discarded Allah’s Book, disobeyed Allah’s Messengers and His Orders and transgressed beyond bounds in Allah’s disobedience), and Allah will inform them of what they used to do.",5:14,"['transgressed beyond bounds', 'disobeyed allah ’', 'discarded allah ’', 'allah ’', 'planted amongst', 'hatred till', 'good part', 'disobedience ),', 'allah', 'used', 'took', 'sent', 'resurrection', 'orders', 'messengers', 'message', 'inform', 'enmity', 'day', 'covenant', 'christians', 'call', 'book', 'abandoned']"
Surah Al-Ma'idah,"O people of the Scripture (Jews and Christians)! Now has come to you Our Messenger (Muhammad ) explaining to you much of that which you used to hide from the Scripture and passing over (i.e. leaving out without explaining) much. Indeed, there has come to you from Allah a light (Prophet Muhammad  ) and a plain Book (this Qur’an).",5:15,"['qur ’', 'plain book', 'christians )!', 'without explaining', 'prophet muhammad', 'muhammad', 'explaining', 'used', 'scripture', 'scripture', 'people', 'passing', 'much', 'much', 'messenger', 'light', 'leaving', 'jews', 'indeed', 'hide', 'e', 'come', 'come', 'allah', ').']"
Surah Al-Ma'idah,"Wherewith Allah guides all those who seek His Good Pleasure to ways of peace, and He brings them out of darkness by His Will unto light and guides them to a Straight Way (Islamic Monotheism).",5:16,"['islamic monotheism ).', 'wherewith allah guides', 'unto light', 'straight way', 'good pleasure', 'guides', 'ways', 'seek', 'peace', 'darkness', 'brings']"
Surah Al-Ma'idah,"Surely, in disbelief are they who say that Allah is the Messiah, son of Maryam (Mary) . Say (O Muhammad ): “Who then has the least power against Allah, if He were to destroy the Messiah, son of Maryam (Mary), his mother, and all those who are on the earth together?” And to Allah belongs the dominion of the heavens and the earth, and all that is between them. He creates what He wills. And Allah is Able to do all things.",5:17,"['muhammad ): “', 'earth together ?”', 'least power', 'mary ),', 'allah belongs', 'earth', 'mary', 'allah', 'allah', 'allah', 'wills', 'things', 'surely', 'son', 'son', 'say', 'say', 'mother', 'messiah', 'messiah', 'maryam', 'maryam', 'heavens', 'dominion', 'disbelief', 'destroy', 'creates', 'able']"
Surah Al-Ma'idah,"And (both) the Jews and the Christians say: “We are the children of Allah and His loved ones.” Say: “Why then does He punish you for your sins?” Nay, you are but human beings, of those He has created, He forgives whom He wills and He punishes whom He wills. And to Allah belongs the dominion of the heavens and the earth and all that is between them, and to Him is the return (of all).",5:18,"['loved ones .” say', 'sins ?” nay', 'christians say', 'human beings', 'allah belongs', 'allah', '“', '“', 'wills', 'wills', 'return', 'punishes', 'punish', 'jews', 'heavens', 'forgives', 'earth', 'dominion', 'created', 'children', ').']"
Surah Al-Ma'idah,"O people of the Scripture (Jews and Christians)! Now has come to you Our Messenger (Muhammad ) making (things) clear unto you, after a break in (the series of) Messengers, lest you say: “There came unto us no bringer of glad tidings and no warner. ” But now has come unto you a bringer of glad tidings and a warner. And Allah is Able to do all things.",5:19,"['came unto us', 'clear unto', 'glad tidings', 'glad tidings', 'christians )!', 'come unto', 'come', '”', '“', 'warner', 'warner', 'things', 'things', 'series', 'scripture', 'say', 'people', 'muhammad', 'messengers', 'messenger', 'making', 'lest', 'jews', 'bringer', 'bringer', 'break', 'allah', 'able']"
Surah Al-Ma'idah,"And (remember) when Musa (Moses) said to his people: “O my people! Remember the Favour of Allah to you, when He made Prophets among you, made you kings, and gave you what He had not given to any other among the ‘Alamin (mankind and jinns, in the past).”",5:20,"['made prophets among', '‘ alamin', 'past ).”', 'made', 'among', '“', 'said', 'remember', 'remember', 'people', 'people', 'musa', 'moses', 'mankind', 'kings', 'jinns', 'given', 'gave', 'favour', 'allah']"
Surah Al-Ma'idah,"“O my people! Enter the holy land (Palestine) which Allah has assigned to you, and turn not back (in flight) for then you will be returned as losers.”",5:21,"['losers .”', 'holy land', '“', 'turn', 'returned', 'people', 'palestine', 'flight', 'enter', 'back', 'assigned', 'allah']"
Surah Al-Ma'idah,"They said: “O Musa (Moses)! In it (this holy land) are a people of great strength, and we shall never enter it, till they leave it; when they leave, then we will enter.”",5:22,"['shall never enter', 'enter .”', 'moses )!', 'holy land', 'great strength', '“', 'till', 'said', 'people', 'musa', 'leave', 'leave']"
Surah Al-Ma'idah,"Two men of those who feared (Allah and) on whom Allah had bestowed His Grace [they were íæÔÚ æ ßÇáÈ Yusha’ (Joshua) and Kalab (Caleb)] said: “Assault them through the gate, for when you are in, victory will be yours, and put your trust in Allah if you are believers indeed.”",5:23,"['íæôú æ ßçáè yusha ’', 'caleb )] said', 'believers indeed .”', '“ assault', 'two men', 'victory', 'trust', 'put', 'kalab', 'joshua', 'grace', 'gate', 'feared', 'bestowed', 'allah', 'allah', 'allah']"
Surah Al-Ma'idah,"They said: “O Musa (Moses)! We shall never enter it as long as they are there. So go you and your Lord and fight you two, we are sitting right here.”",5:24,"['shall never enter', 'sitting right', 'moses )!', '“', 'two', 'said', 'musa', 'lord', 'long', 'go', 'fight', '.”']"
Surah Al-Ma'idah,"He [Musa (Moses)] said: “O my Lord! I have power only over myself and my brother, so separate us from the people who are the Fasiqun (rebellious and disobedient to Allah)!”",5:25,"['moses )] said', 'separate us', 'allah )!”', '“', 'rebellious', 'power', 'people', 'musa', 'lord', 'fasiqun', 'disobedient', 'brother']"
Surah Al-Ma'idah,(Allah) said: “Therefore it (this holy land) is forbidden to them for forty years; in distraction they will wander through the land. So be not sorrowful over the people who are the Fasiqun (rebellious and disobedient to Allah).”,5:26,"['“ therefore', 'forty years', 'holy land', 'allah ).”', 'land', 'allah', 'wander', 'sorrowful', 'said', 'rebellious', 'people', 'forbidden', 'fasiqun', 'distraction', 'disobedient']"
Surah Al-Ma'idah,"And (O Muhammad ) recite to them (the Jews) the story of the two sons of Adam [Habil (Abel) and Qabil (Cain)] in truth; when each offered a sacrifice (to Allah), it was accepted from the one but not from the other. The latter said to the former: “I will surely kill you. ” The former said: “Verily, Allah accepts only from those who are Al-Muttaqun (the pious – see V.2:2).”",5:27,"['pious – see v', 'two sons', 'surely kill', 'latter said', 'cain )]', 'allah accepts', 'allah ),', '“ verily', 'former said', '2 ).”', '“', 'former', '2', '”', 'truth', 'story', 'sacrifice', 'recite', 'qabil', 'one', 'offered', 'muttaqun', 'muhammad', 'jews', 'habil', 'al', 'adam', 'accepted', 'abel']"
Surah Al-Ma'idah,"“If you do stretch your hand against me to kill me, I shall never stretch my hand against you to kill you, for I fear Allah; the Lord of the ‘Alamin (mankind, jinns, and all that exists).”",5:28,"['shall never stretch', '‘ alamin', 'fear allah', 'exists ).”', 'stretch', '“', 'mankind', 'lord', 'kill', 'kill', 'jinns', 'hand', 'hand']"
Surah Al-Ma'idah,"“Verily, I intend to let you draw my sin on yourself as well as yours, then you will be one of the dwellers of the Fire, and that is the recompense of the Zalimun (polytheists and wrong-doers).”",5:29,"['“ verily', 'doers ).”', 'zalimun', 'wrong', 'well', 'sin', 'recompense', 'polytheists', 'one', 'let', 'intend', 'fire', 'dwellers', 'draw']"
Surah Al-Ma'idah,So the Nafs (self) of the other (latter one) encouraged him and made fair-seeming to him the murder of his brother; he murdered him and became one of the losers.,5:30,"['made fair', 'latter one', 'became one', 'self', 'seeming', 'nafs', 'murdered', 'murder', 'losers', 'encouraged', 'brother']"
